Departure Point,Destination,Fixed Fare,Flight Season,From Day,From Month,From To,Product,Program,To Day,To Month,Transformed To Month,Unique Value
"OSL","US-SEA","3242","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SEAOSL"
"OSL","US-BOE","3243","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-BOEOSL"
"OSL","US-LAR","3244","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-LAROSL"
"OSL","JP-TYO","3245","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYJP-TYOOSL"
"OSL","AU-BRS","3246","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYAU-BRSOSL"
"OSL","US-NYT","3247","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-NYTOSL"
"OSL","US-MIA","3248","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-MIAOSL"
"OSL","SG-SIM","3249","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYSG-SIMOSL"
"OSL","US-NYT","3250","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYTOSL"
"OSL","US-SFD","3251","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SFDOSL"
"OSL","SG-SIN","3252","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYSG-SINOSL"
"OSL","US-LAR","3253","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-LAROSL"
"OSL","JP-TYO","3254","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYJP-TYOOSL"
"OSL","US-SDO","3255","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SDOOSL"
"OSL","US-SDO","3256","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SDOOSL"
"OSL","US-NYT","3257","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-NYTOSL"
"OSL","US-SDC","3258","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SDCOSL"
"OSL","US-CHS","3259","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHSOSL"
"OSL","US-SDO","3260","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SDOOSL"
"OSL","US-HNL","3261","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-HNLOSL"
"OSL","JP-TYO","3262","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYJP-TYOOSL"
"OSL","US-CHI","3263","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-CHIOSL"
"OSL","US-SDC","3264","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SDCOSL"
"OSL","US-BOI","3265","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-BOIOSL"
"OSL","US-SBA","3266","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SBAOSL"
"OSL","US-CHI","3267","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHIOSL"
"OSL","US-LAR","3268","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-LAROSL"
"OSL","US-SDC","3269","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SDCOSL"
"OSL","JP-TYO","3270","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYJP-TYOOSL"
"OSL","US-NYC","3271","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-NYCOSL"
"OSL","US-BOE","3272","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-BOEOSL"
"OSL","AU-BRS","3273","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYAU-BRSOSL"
"OSL","US-CHI","3274","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-CHIOSL"
"OSL","US-LAR","3275","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-LAROSL"
"OSL","CN-BEJ","3276","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCN-BEJOSL"
"OSL","US-NYC","3277","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-NYCOSL"
"OSL","US-MIA","3278","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-MIAOSL"
"OSL","CA-VAN","3279","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCA-VANOSL"
"OSL","CA-VAN","3280","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYCA-VANOSL"
"OSL","US-SDC","3281","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SDCOSL"
"OSL","CN-BEJ","3282","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCN-BEJOSL"
"OSL","CA-TOO","3283","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYCA-TOOOSL"
"OSL","US-NYT","3284","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-NYTOSL"
"OSL","US-SFM","3285","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SFMOSL"
"OSL","US-HNL","3286","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-HNLOSL"
"OSL","US-HNL","3287","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-HNLOSL"
"OSL","SG-SIM","3288","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYSG-SIMOSL"
"OSL","US-CHI","3289","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-CHIOSL"
"OSL","US-HNL","3290","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-HNLOSL"
"OSL","US-NYT","3291","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYTOSL"
"OSL","CN-BEJ","3292","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCN-BEJOSL"
"OSL","CA-VAN","3293","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCA-VANOSL"
"OSL","JP-TYO","3294","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYJP-TYOOSL"
"OSL","AU-BRS","3295","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYAU-BRSOSL"
"OSL","US-CHI","3296","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHIOSL"
"OSL","US-BOE","3297","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-BOEOSL"
"OSL","SG-SIN","3298","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SINOSL"
"OSL","US-NYC","3299","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-NYCOSL"
"OSL","US-NYC","3300","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-NYCOSL"
"OSL","US-SFD","3301","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SFDOSL"
"OSL","CA-TOO","3302","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCA-TOOOSL"
"OSL","US-CHI","3303","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHIOSL"
"OSL","US-NYC","3304","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-NYCOSL"
"OSL","US-SFM","3305","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SFMOSL"
"OSL","NZ-AUC","3306","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYNZ-AUCOSL"
"OSL","US-BOE","3307","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-BOEOSL"
"OSL","CA-VAN","3308","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCA-VANOSL"
"OSL","US-HNL","3309","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-HNLOSL"
"OSL","NZ-AUC","3310","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYNZ-AUCOSL"
"OSL","AU-BRS","3311","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYAU-BRSOSL"
"OSL","US-CHI","3312","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-CHIOSL"
"OSL","US-CHS","3313","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-CHSOSL"
"OSL","US-SBA","3314","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SBAOSL"
"OSL","US-WAS","3315","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-WASOSL"
"OSL","US-HNL","3316","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-HNLOSL"
"OSL","US-BOI","3317","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-BOIOSL"
"OSL","US-SBA","3318","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SBAOSL"
"OSL","US-SEA","3319","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SEAOSL"
"OSL","CN-BEJ","3320","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYCN-BEJOSL"
"OSL","ZA-CAP","3321","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYZA-CAPOSL"
"OSL","US-NYT","3322","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-NYTOSL"
"OSL","US-CHI","3323","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHIOSL"
"OSL","CN-BEJ","3324","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCN-BEJOSL"
"OSL","US-BOI","3325","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-BOIOSL"
"OSL","US-SFM","3326","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SFMOSL"
"OSL","US-SDO","3327","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SDOOSL"
"OSL","US-SFD","3328","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SFDOSL"
"OSL","SG-SIN","3329","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SINOSL"
"OSL","SG-SIM","3330","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SIMOSL"
"OSL","SG-SIN","3331","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYSG-SINOSL"
"OSL","US-SDO","3332","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SDOOSL"
"OSL","NZ-AUC","3333","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYNZ-AUCOSL"
"OSL","CA-VAN","3334","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCA-VANOSL"
"OSL","US-SEA","3335","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SEAOSL"
"OSL","US-NYT","3336","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-NYTOSL"
"OSL","US-SDC","3337","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SDCOSL"
"OSL","US-SFM","3338","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SFMOSL"
"OSL","US-BOE","3339","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-BOEOSL"
"OSL","CN-BEJ","3340","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCN-BEJOSL"
"OSL","ZA-CAP","3341","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYZA-CAPOSL"
"OSL","US-MIA","3342","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-MIAOSL"
"OSL","SG-SIN","3343","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYSG-SINOSL"
"OSL","US-SBA","3344","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SBAOSL"
"OSL","US-SEA","3345","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SEAOSL"
"OSL","CA-TOO","3346","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYCA-TOOOSL"
"OSL","JP-TYO","3347","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYJP-TYOOSL"
"OSL","CA-TOO","3348","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCA-TOOOSL"
"OSL","SG-SIM","3349","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYSG-SIMOSL"
"OSL","US-NYT","3350","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-NYTOSL"
"OSL","US-MIA","3351","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-MIAOSL"
"OSL","US-SDO","3352","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SDOOSL"
"OSL","AU-BRS","3353","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYAU-BRSOSL"
"OSL","SG-SIM","3354","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYSG-SIMOSL"
"OSL","SG-SIN","3355","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYSG-SINOSL"
"OSL","US-HNL","3356","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-HNLOSL"
"OSL","ZA-CAP","3357","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYZA-CAPOSL"
"OSL","SG-SIM","3358","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SIMOSL"
"OSL","US-SFD","3359","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SFDOSL"
"OSL","US-SDO","3360","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SDOOSL"
"OSL","US-SBA","3361","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SBAOSL"
"OSL","US-NYT","3362","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-NYTOSL"
"OSL","CN-BEJ","3363","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYCN-BEJOSL"
"OSL","SG-SIM","3364","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYSG-SIMOSL"
"OSL","US-SEA","3365","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SEAOSL"
"OSL","SG-SIN","3366","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SINOSL"
"OSL","US-SDO","3367","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SDOOSL"
"OSL","US-MIA","3368","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-MIAOSL"
"OSL","US-MIA","3369","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-MIAOSL"
"OSL","US-WAS","3370","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-WASOSL"
"OSL","US-SBA","3371","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SBAOSL"
"OSL","CA-VAN","3372","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCA-VANOSL"
"OSL","US-SFM","3373","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SFMOSL"
"OSL","US-SFD","3374","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SFDOSL"
"OSL","US-SEA","3375","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SEAOSL"
"OSL","US-LAR","3376","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-LAROSL"
"OSL","US-NYT","3377","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYTOSL"
"OSL","CN-BEJ","3378","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCN-BEJOSL"
"OSL","US-SFM","3379","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SFMOSL"
"OSL","US-BOI","3380","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-BOIOSL"
"OSL","US-SFD","3381","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SFDOSL"
"OSL","US-SDC","3382","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SDCOSL"
"OSL","US-SEA","3383","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SEAOSL"
"OSL","US-MIA","3384","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-MIAOSL"
"OSL","CN-BEJ","3385","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYCN-BEJOSL"
"OSL","US-HNL","3386","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-HNLOSL"
"OSL","US-BOE","3387","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-BOEOSL"
"OSL","JP-TYO","3388","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYJP-TYOOSL"
"OSL","CN-BEJ","3389","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCN-BEJOSL"
"OSL","CN-BEJ","3390","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYCN-BEJOSL"
"OSL","US-BOE","3391","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-BOEOSL"
"OSL","JP-TYO","3392","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYJP-TYOOSL"
"OSL","CN-BEJ","3393","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCN-BEJOSL"
"OSL","US-BOE","3394","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-BOEOSL"
"OSL","JP-TYO","3395","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYJP-TYOOSL"
"OSL","CN-BEJ","3396","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCN-BEJOSL"
"OSL","US-BOE","3397","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-BOEOSL"
"OSL","JP-TYO","3398","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYJP-TYOOSL"
"OSL","US-BOE","3399","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-BOEOSL"
"OSL","JP-TYO","3401","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYJP-TYOOSL"
"OSL","US-NYT","3402","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-NYTOSL"
"OSL","ZA-CAP","3403","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYZA-CAPOSL"
"OSL","CN-BEJ","3404","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCN-BEJOSL"
"OSL","SG-SIM","3405","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYSG-SIMOSL"
"OSL","US-SDC","3406","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SDCOSL"
"OSL","US-SFD","3407","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SFDOSL"
"OSL","US-HNL","3408","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-HNLOSL"
"OSL","US-SDC","3409","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SDCOSL"
"OSL","AU-BRS","3410","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYAU-BRSOSL"
"OSL","US-BOI","3411","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-BOIOSL"
"OSL","US-SBA","3412","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SBAOSL"
"OSL","US-SDO","3413","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SDOOSL"
"OSL","US-CHS","3414","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHSOSL"
"OSL","US-SFD","3415","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SFDOSL"
"OSL","US-SFM","3416","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SFMOSL"
"OSL","JP-TYO","3417","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYJP-TYOOSL"
"OSL","CA-TOO","3418","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCA-TOOOSL"
"OSL","US-HNL","3419","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-HNLOSL"
"OSL","US-NYT","3420","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYTOSL"
"OSL","US-SBA","3421","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SBAOSL"
"OSL","US-BOI","3422","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-BOIOSL"
"OSL","SG-SIN","3423","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYSG-SINOSL"
"OSL","US-MIA","3424","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-MIAOSL"
"OSL","US-NYC","3425","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYCOSL"
"OSL","US-MIA","3426","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-MIAOSL"
"OSL","SG-SIM","3427","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SIMOSL"
"OSL","US-CHI","3428","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-CHIOSL"
